CcGene_00201	WOH02449.1	79.1	86	18	0	1	86	145	230	9.64e-44	154
CcGene_00202	XP_017229001.2	70.4	71	21	0	1	71	1	71	3.11e-22	102
CcGene_00203	XP_017250656.1	82.8	163	25	1	1	163	14	173	1.70e-65	209
CcGene_00204	KAL1826167.1	81.0	567	92	5	13	565	129	693	0.0	881
CcGene_00205	GAB4895482.1	73.7	95	25	0	29	123	5	99	1.33e-36	131
CcGene_00210	XP_017228249.1	26.3	989	337	7	7	605	155	1141	2.95e-110	368
CcGene_00211	XP_074366282.1	60.6	180	43	3	2	154	656	834	4.31e-53	194
CcGene_00212	XP_063946503.1	95.8	119	5	0	1	119	134	252	1.08e-33	131
CcGene_00214	XP_017221754.1	94.4	486	27	0	1	486	26	511	0.0	938
CcGene_00218	WOG88237.1	57.3	630	14	1	1	375	1	630	1.54e-224	638
CcGene_00217	XP_017232076.1	91.9	407	31	1	1	405	20	426	5.06e-273	754
CcGene_00220	KAK1398357.1	71.1	211	42	1	73	264	250	460	6.05e-94	297
CcGene_00221	KAL1829100.1	54.8	208	46	3	2	162	20	226	7.48e-59	202
CcGene_00222	KAK1386419.1	53.4	73	34	0	1	73	630	702	5.68e-20	94.4
CcGene_00223	XP_017216191.1	93.2	307	21	0	1	307	1	307	6.92e-205	573
CcGene_00224	XP_017239911.1	90.1	555	55	0	1	555	1	555	0.0	984
CcGene_00225	KAK1384422.1	97.2	317	9	0	1	317	118	434	1.11e-218	613
CcGene_00226	XP_074322249.1	90.1	283	28	0	1	283	1	283	4.56e-182	513
CcGene_00227	XP_017243765.1	61.4	482	104	9	1	406	1	476	1.34e-180	523
CcGene_00228	KAL8109903.1	61.4	57	21	1	1	57	273	328	5.97e-07	57.4
CcGene_00229	KAL1818182.1	58.5	200	24	1	1	141	1	200	3.04e-67	214
CcGene_00230	WOH14165.1	99.5	185	1	0	1	185	28	212	9.16e-126	363
CcGene_00231	XP_017227375.1	69.1	333	22	3	1	252	1	333	4.90e-146	422
CcGene_00232	XP_063945458.1	82.9	415	44	3	1	407	1	396	3.34e-224	631
CcGene_00234	KAL1802164.1	89.3	728	73	2	1	723	1	728	0.0	1196
CcGene_00233	WOH14219.1	85.2	344	50	1	733	1076	290	632	7.90e-154	483
CcGene_00235	XP_074363957.1	41.9	124	61	1	1	113	243	366	5.48e-13	76.3
CcGene_00236	KAL1807764.1	98.3	404	7	0	1	404	43	446	4.38e-283	784
CcGene_00237	KAL8119763.1	33.6	211	68	5	1	211	149	287	1.95e-19	98.6
CcGene_00238	WOG95607.1	72.6	124	34	0	4	127	28	151	1.36e-58	192
CcGene_00240	KAL1832096.1	95.7	323	14	0	1	323	1	323	1.15e-211	591
CcGene_00242	XP_074366105.1	63.9	380	132	4	1	376	1	379	1.69e-173	500
CcGene_00241	KAL1821777.1	76.6	491	107	5	26	513	1	486	4.50e-228	647
CcGene_00243	KAL1810671.1	82.0	244	44	0	3	246	1	244	3.04e-136	394
CcGene_00244	XP_063935812.1	84.6	958	132	5	1	947	1	953	0.0	1568
CcGene_00245	XP_017230132.1	95.0	444	21	1	1	443	1	444	3.61e-301	828
CcGene_00246	KAL1834649.1	85.7	875	101	6	1	867	149	1007	0.0	1434
CcGene_00247	XP_017238252.1	97.9	189	4	0	4	192	2	190	2.34e-118	344
CcGene_00248	XP_017243398.1	82.1	375	8	1	1	316	1	375	2.52e-212	595
CcGene_00249	XP_074324045.1	31.3	208	57	5	1	127	1	203	2.54e-14	78.2
CcGene_00250	XP_017237073.1	42.6	401	80	6	9	331	21	349	3.89e-75	246
CcGene_00251	KAL8118947.1	51.6	248	117	3	1	246	75	321	5.75e-69	232
CcGene_00252	KAK1387264.1	44.9	89	49	0	2	90	9	97	3.81e-12	68.6
CcGene_00254	KAK1391700.1	98.2	276	5	0	1	276	1	276	1.75e-187	526
CcGene_00253	KAK1391701.1	95.8	191	8	0	1	191	1	191	7.90e-126	363
CcGene_00255	KAL1832606.1	74.2	353	41	6	1	306	1	350	6.22e-158	456
CcGene_00256	XP_063939262.1	95.8	333	14	0	1	333	1	333	2.86e-242	669
CcGene_00257	XP_017247007.1	77.8	2384	211	5	1	2069	1	2381	0.0	3464
CcGene_00258	XP_017215176.1	88.5	96	6	1	18	108	249	344	2.27e-46	171
CcGene_00259	WOH00401.1	35.8	254	154	2	8	258	21	268	8.39e-43	164
CcGene_00260	KAK1376042.1	41.0	117	56	2	16	119	324	440	5.04e-12	74.3
CcGene_00261	KAK1398995.1	77.2	101	20	3	3	103	251	348	1.65e-39	153
CcGene_00263	XP_074352819.1	64.4	45	16	0	2	46	55	99	3.39e-08	60.5
CcGene_00264	KAK1371318.1	84.8	112	17	0	1	112	556	667	1.47e-53	192
CcGene_00265	KAL1813919.1	95.8	958	37	1	1	955	1	958	0.0	1828
CcGene_00266	KAK1386419.1	43.4	534	222	6	7	501	401	893	1.35e-148	459
CcGene_00268	KAK1371183.1	93.0	525	37	0	1	525	1	525	0.0	931
CcGene_00267	KAL8116986.1	59.0	144	56	1	30	170	138	281	6.01e-51	180
CcGene_00269	WOG95417.1	37.1	143	61	3	50	163	75	217	4.98e-17	86.7
CcGene_00270	XP_017233799.1	46.8	154	74	3	1	153	1	147	1.29e-31	122
CcGene_00271	CAN0919985.1	52.9	136	32	1	2	105	248	383	2.91e-32	129
CcGene_00273	WOH09987.1	44.3	438	75	1	1	269	13	450	7.28e-113	343
CcGene_00274	XP_017217380.2	59.3	1283	207	8	10	1020	134	1373	0.0	1432
CcGene_00272	XP_060972156.1	40.6	217	56	4	3	147	118	333	7.65e-39	145
CcGene_00275	MED6116151.1	58.1	93	31	1	1	85	107	199	1.98e-20	94.0
CcGene_00277	XP_017233586.2	42.2	128	23	3	1	77	59	186	1.46e-11	70.9
CcGene_00278	WOG83427.1	90.8	654	54	2	1	654	1	648	0.0	1118
CcGene_00280	KAL1809254.1	88.5	130	13	1	1	128	1	130	3.80e-78	238
CcGene_00281	WOG95850.1	30.5	440	196	10	1	430	1	340	8.27e-45	173
CcGene_00282	KAK1351608.1	64.2	218	77	1	56	273	24	240	5.31e-83	278
CcGene_00284	XP_017242859.1	57.5	332	37	3	46	298	75	381	1.95e-94	296
CcGene_00285	KAK1368649.1	61.9	362	93	2	9	326	8	368	1.48e-134	400
CcGene_00283	KAK1368644.1	84.2	171	27	0	4	174	28	198	1.91e-101	303
CcGene_00287	KAK1371776.1	51.2	84	35	1	1	78	916	999	1.90e-12	73.6
CcGene_00289	XP_074328290.1	68.9	61	15	1	17	73	46	106	1.68e-18	84.0
CcGene_00290	KAL1819482.1	48.3	174	69	3	21	184	107	269	3.97e-37	145
CcGene_00293	XP_017243412.1	85.8	372	53	0	3	374	23	394	5.89e-218	623
CcGene_00292	XP_074353297.1	98.5	343	5	0	1	343	1	343	1.49e-249	689
CcGene_00294	XP_019428330.1	98.9	93	1	0	1	93	1	93	1.11e-60	191
CcGene_00291	XP_017237999.1	95.2	166	8	0	1	166	28	193	1.82e-118	343
CcGene_00295	XP_017222175.2	95.0	323	16	0	1	323	1	323	1.43e-221	616
CcGene_00296	KAK1389929.1	67.7	62	20	0	28	89	254	315	1.35e-17	90.1
CcGene_00298	XP_074336615.1	78.6	159	34	0	155	313	699	857	1.48e-76	267
CcGene_00297	KAL1808285.1	80.0	120	24	0	3	122	8	127	1.27e-67	211
CcGene_00299	XP_074369987.1	79.4	63	13	0	36	98	191	253	3.47e-22	102
CcGene_00301	XP_063944452.1	84.2	114	18	0	35	148	515	628	3.80e-53	189
CcGene_00302	XP_017244080.1	64.0	189	51	4	13	184	1	189	1.39e-62	206
CcGene_00303	KAL1819649.1	39.9	331	159	4	25	333	107	419	3.23e-30	133
CcGene_00304	XP_062076171.1	28.5	179	123	3	51	225	52	229	4.07e-08	65.9
CcGene_00305	KAL1822465.1	86.9	245	10	1	18	240	538	782	3.32e-137	423
CcGene_00306	XP_017230749.1	98.4	442	5	1	1	440	105	546	9.19e-310	853
CcGene_00308	XP_017231494.1	94.9	351	18	0	1	351	1	351	3.57e-236	655
CcGene_00307	XP_017231465.1	91.6	403	30	2	1	401	1	401	2.68e-256	712
CcGene_00309	KAK1373312.1	88.3	171	18	2	1	169	118	288	3.50e-92	281
CcGene_00310	XP_017232279.1	89.1	367	40	0	1	367	1	367	6.22e-229	639
CcGene_00315	KAK1373419.1	53.9	76	35	0	20	95	20	95	9.26e-17	80.5
CcGene_00313	KAK1378802.1	37.0	413	155	7	40	353	312	718	3.29e-56	209
CcGene_00312	WOH14961.1	43.6	220	124	0	7	226	7	226	1.33e-55	188
CcGene_00316	KAL1813505.1	90.7	535	23	1	1	508	66	600	0.0	1009
CcGene_00317	XP_074355096.1	72.9	118	32	0	1	118	304	421	3.65e-49	177
CcGene_00318	XP_074377207.1	54.0	113	52	0	1	113	63	175	1.55e-36	134
CcGene_00320	KAK1383834.1	59.3	59	23	1	3	61	179	236	1.12e-12	72.8
CcGene_00325	XP_017222648.1	66.0	608	94	7	38	533	32	638	2.29e-265	749
CcGene_00329	KAL1806159.1	92.5	322	24	0	1	322	1	322	4.73e-215	600
CcGene_00326	XP_063938516.1	80.5	660	104	9	1	639	6	661	0.0	1031
CcGene_00324	XP_074342300.1	70.2	647	151	8	32	648	79	713	1.38e-311	874
CcGene_00328	KAL1806159.1	86.3	322	44	0	1	322	1	322	7.03e-201	564
CcGene_00332	XP_017220133.1	95.5	269	12	0	1	269	1	269	2.69e-183	515
CcGene_00331	XP_017222856.1	97.5	717	18	0	1	717	1	717	0.0	1339
CcGene_00333	WOH12426.1	86.5	230	31	0	40	269	57	286	2.54e-138	411
CcGene_00334	XP_017222415.2	78.2	252	40	6	1	247	1	242	1.00e-113	337
CcGene_00323	XP_074342301.1	72.9	643	162	5	9	645	8	644	0.0	930
CcGene_00327	KAK1377992.1	98.9	361	4	0	1	361	1	361	9.80e-255	703
CcGene_00330	KAL1806160.1	95.0	259	12	1	1	259	1	258	8.75e-161	457
CcGene_00336	KAK1368424.1	68.6	35	11	0	5	39	47	81	7.44e-07	54.3
CcGene_00335	XP_017224169.1	92.0	387	31	0	1	387	1	387	6.92e-259	716
CcGene_00337	KAL1807003.1	53.3	246	16	3	2	158	14	249	2.40e-66	213
CcGene_00340	XP_017225643.1	82.4	483	75	4	1	479	1	477	8.25e-267	744
CcGene_00339	KAK1392447.1	39.5	377	217	2	15	383	5	378	1.41e-89	291
CcGene_00338	KAL1811188.1	45.6	79	43	0	5	83	166	244	5.20e-12	70.9
CcGene_00341	XP_017228496.1	36.8	677	247	11	75	588	266	924	2.30e-114	387
CcGene_00346	KAL1813809.1	82.5	177	31	0	1	177	1	177	2.76e-100	310
CcGene_00345	KAL8127321.1	86.6	307	41	0	1	307	2	308	1.21e-186	530
CcGene_00348	XP_074357232.1	69.0	491	60	2	1	400	1	490	2.24e-209	595
CcGene_00349	XP_063944452.1	70.6	170	23	1	23	165	459	628	1.55e-69	233
CcGene_00351	XP_063944453.1	94.4	628	18	1	1	628	1	611	0.0	1164
CcGene_00352	KAL1829992.1	92.4	144	11	0	1	144	96	239	1.17e-90	274
CcGene_00354	XP_017226703.1	86.4	745	34	1	6	683	381	1125	0.0	1257
CcGene_00353	XP_017249462.2	92.0	588	46	1	25	611	2	589	0.0	1061
CcGene_00356	KAL1802170.1	92.3	365	8	1	1	345	1	365	1.74e-231	645
CcGene_00363	XP_017220712.2	88.6	324	34	2	1	321	1	324	1.37e-205	576
CcGene_00365	KAK1376452.1	71.8	124	35	0	1	124	1	124	8.09e-60	192
CcGene_00357	XP_017222802.1	91.9	322	26	0	1	322	1	322	2.35e-215	600
CcGene_00358	XP_017222800.1	95.0	323	16	0	1	323	1	323	1.95e-219	611
CcGene_00360	KAK1381401.1	93.4	151	10	0	1	151	152	302	1.32e-89	277
CcGene_00361	KAK1381402.1	86.1	323	26	2	1	305	1	322	9.94e-192	540
CcGene_00362	XP_074369647.1	86.4	323	44	0	9	331	1	323	1.92e-196	553
CcGene_00364	KAK1366498.1	81.4	467	16	1	5	400	12	478	4.88e-261	735
