Gene_ID,Scaffold,Start,End,Strand,Length
CcGene_26806,CcContig_127762,40610,46323,-,5714
CcGene_26806,CcContig_127762,40610,46323,-,5714
CcGene_26801,CcContig_127762,13473,14995,-,1523
CcGene_26801,CcContig_127762,13473,14995,-,1523
CcGene_26800,CcContig_127762,3854,4831,-,978
CcGene_26800,CcContig_127762,3854,4831,-,978
CcGene_09588,CcContig_050524,14731,16822,+,2092
CcGene_09588,CcContig_050524,14731,16822,+,2092
CcGene_16626,CcContig_098171,48864,55043,-,6180
CcGene_16626,CcContig_098171,48864,55043,-,6180
CcGene_08276,CcContig_048742,21507,23870,-,2364
CcGene_08276,CcContig_048742,21507,23870,-,2364
CcGene_04614,CcContig_027054,5396,11626,-,6231
CcGene_04614,CcContig_027054,5396,11626,-,6231
CcGene_33036,CcContig_146088,55335,61144,+,5810
CcGene_33036,CcContig_146088,55335,61144,+,5810
CcGene_16835,CcContig_098667,11077,12292,-,1216
CcGene_16835,CcContig_098667,11077,12292,-,1216
CcGene_05400,CcContig_034685,8636,9517,-,882
CcGene_05400,CcContig_034685,8636,9517,-,882
CcGene_05399,CcContig_034685,3337,4534,-,1198
CcGene_05399,CcContig_034685,3337,4534,-,1198
CcGene_32666,CcContig_145037,20487,21650,-,1164
CcGene_32666,CcContig_145037,20487,21650,-,1164
CcGene_32665,CcContig_145037,17633,18707,+,1075
CcGene_32665,CcContig_145037,17633,18707,+,1075
CcGene_26726,CcContig_127580,9440,11603,+,2164
CcGene_26726,CcContig_127580,9440,11603,+,2164
CcGene_26727,CcContig_127580,20224,28015,-,7792
CcGene_26727,CcContig_127580,20224,28015,-,7792
CcGene_00856,CcContig_002415,8702,12375,+,3674
CcGene_00856,CcContig_002415,8702,12375,+,3674
CcGene_00857,CcContig_002415,30514,32089,+,1576
CcGene_00857,CcContig_002415,30514,32089,+,1576
CcGene_20880,CcContig_110123,7769,8340,-,572
CcGene_20880,CcContig_110123,7769,8340,-,572
CcGene_27864,CcContig_130268,905,3780,+,2876
CcGene_27864,CcContig_130268,905,3780,+,2876
CcGene_04530,CcContig_026990,8902,11601,+,2700
CcGene_04530,CcContig_026990,8902,11601,+,2700
CcGene_04532,CcContig_026990,15427,17198,-,1772
CcGene_04532,CcContig_026990,15427,17198,-,1772
CcGene_04531,CcContig_026990,12007,13900,-,1894
CcGene_04531,CcContig_026990,12007,13900,-,1894
CcGene_04529,CcContig_026990,2432,7284,+,4853
CcGene_04529,CcContig_026990,2432,7284,+,4853
CcGene_02855,CcContig_006596,17621,19340,-,1720
CcGene_02855,CcContig_006596,17621,19340,-,1720
CcGene_10282,CcContig_052126,243,3812,-,3570
CcGene_10282,CcContig_052126,243,3812,-,3570
CcGene_33229,CcContig_146791,14953,15829,-,877
CcGene_33229,CcContig_146791,14953,15829,-,877
CcGene_27717,CcContig_129694,7538,8257,+,720
CcGene_27717,CcContig_129694,7538,8257,+,720
CcGene_13459,CcContig_078348,9911,11831,+,1921
CcGene_13459,CcContig_078348,9911,11831,+,1921
CcGene_04053,CcContig_015600,10893,13787,-,2895
CcGene_04053,CcContig_015600,10893,13787,-,2895
CcGene_04052,CcContig_015600,4421,5826,-,1406
CcGene_04052,CcContig_015600,4421,5826,-,1406
CcGene_01894,CcContig_004296,1800,3834,+,2035
CcGene_01894,CcContig_004296,1800,3834,+,2035
CcGene_20970,CcContig_110416,14928,20257,+,5330
CcGene_20970,CcContig_110416,14928,20257,+,5330
CcGene_07800,CcContig_048206,5193,7572,-,2380
CcGene_07800,CcContig_048206,5193,7572,-,2380
CcGene_19999,CcContig_107631,6491,7337,+,847
CcGene_19999,CcContig_107631,6491,7337,+,847
CcGene_19998,CcContig_107631,3989,6159,-,2171
CcGene_19998,CcContig_107631,3989,6159,-,2171
CcGene_05203,CcContig_033832,390,1556,+,1167
CcGene_05203,CcContig_033832,390,1556,+,1167
CcGene_05204,CcContig_033832,3960,4902,-,943
CcGene_05204,CcContig_033832,3960,4902,-,943
CcGene_23407,CcContig_117682,8112,9497,+,1386
CcGene_23407,CcContig_117682,8112,9497,+,1386
CcGene_00947,CcContig_002578,18678,20845,-,2168
CcGene_00947,CcContig_002578,18678,20845,-,2168
CcGene_00946,CcContig_002578,15720,18257,+,2538
CcGene_00946,CcContig_002578,15720,18257,+,2538
CcGene_11087,CcContig_058725,515,1321,+,807
CcGene_11087,CcContig_058725,515,1321,+,807
CcGene_27310,CcContig_128871,78780,79627,-,848
CcGene_27310,CcContig_128871,78780,79627,-,848
CcGene_25689,CcContig_124344,4601,6247,-,1647
CcGene_25689,CcContig_124344,4601,6247,-,1647
CcGene_04994,CcContig_7180007960640,240,1004,+,765
CcGene_04994,CcContig_7180007960640,240,1004,+,765
CcGene_05761,CcContig_037150,411,728,+,318
CcGene_05761,CcContig_037150,411,728,+,318
CcGene_09119,CcContig_049701,26641,33847,-,7207
CcGene_09119,CcContig_049701,26641,33847,-,7207
CcGene_09118,CcContig_049701,22566,24753,+,2188
CcGene_09118,CcContig_049701,22566,24753,+,2188
CcGene_09117,CcContig_049701,14895,17982,+,3088
CcGene_09117,CcContig_049701,14895,17982,+,3088
CcGene_09120,CcContig_049701,34999,37573,-,2575
CcGene_09120,CcContig_049701,34999,37573,-,2575
CcGene_20659,CcContig_109280,23133,27756,-,4624
CcGene_20659,CcContig_109280,23133,27756,-,4624
CcGene_20660,CcContig_109280,27874,44941,-,17068
CcGene_20660,CcContig_109280,27874,44941,-,17068
CcGene_20658,CcContig_109280,13896,17405,+,3510
CcGene_20658,CcContig_109280,13896,17405,+,3510
CcGene_02488,CcContig_005754,11259,14322,-,3064
CcGene_02488,CcContig_005754,11259,14322,-,3064
CcGene_29885,CcContig_137421,3180,5356,-,2177
CcGene_29885,CcContig_137421,3180,5356,-,2177
CcGene_02140,CcContig_004807,3646,6994,+,3349
CcGene_02140,CcContig_004807,3646,6994,+,3349
CcGene_22614,CcContig_115317,41985,50212,-,8228
CcGene_22614,CcContig_115317,41985,50212,-,8228
CcGene_22609,CcContig_115317,13856,15131,+,1276
CcGene_22609,CcContig_115317,13856,15131,+,1276
CcGene_22613,CcContig_115317,38208,41003,-,2796
CcGene_22613,CcContig_115317,38208,41003,-,2796
CcGene_22611,CcContig_115317,29790,32547,+,2758
CcGene_22611,CcContig_115317,29790,32547,+,2758
CcGene_22612,CcContig_115317,33618,36826,-,3209
CcGene_22612,CcContig_115317,33618,36826,-,3209
CcGene_22610,CcContig_115317,21856,23841,-,1986
CcGene_22610,CcContig_115317,21856,23841,-,1986
CcGene_22608,CcContig_115317,11991,12380,+,390
CcGene_22608,CcContig_115317,11991,12380,+,390
CcGene_07471,CcContig_047838,94730,95913,+,1184
CcGene_07471,CcContig_047838,94730,95913,+,1184
CcGene_07465,CcContig_047838,14446,22295,-,7850
CcGene_07465,CcContig_047838,14446,22295,-,7850
CcGene_07467,CcContig_047838,57710,58654,+,945
CcGene_07467,CcContig_047838,57710,58654,+,945
CcGene_07468,CcContig_047838,71101,74801,+,3701
CcGene_07468,CcContig_047838,71101,74801,+,3701
CcGene_07466,CcContig_047838,33891,38023,-,4133
CcGene_07466,CcContig_047838,33891,38023,-,4133
CcGene_07470,CcContig_047838,90463,90999,+,537
CcGene_07470,CcContig_047838,90463,90999,+,537
CcGene_07464,CcContig_047838,11567,12790,+,1224
CcGene_07464,CcContig_047838,11567,12790,+,1224
CcGene_07469,CcContig_047838,83473,87574,+,4102
CcGene_07469,CcContig_047838,83473,87574,+,4102
CcGene_05748,CcContig_037116,1553,1911,-,359
CcGene_05748,CcContig_037116,1553,1911,-,359
CcGene_10820,CcContig_056901,4460,5212,-,753
CcGene_10820,CcContig_056901,4460,5212,-,753
CcGene_10821,CcContig_056901,11144,12126,-,983
CcGene_10821,CcContig_056901,11144,12126,-,983
CcGene_12112,CcContig_060829,6265,12478,-,6214
CcGene_12112,CcContig_060829,6265,12478,-,6214
CcGene_12113,CcContig_060829,15091,17146,+,2056
CcGene_12113,CcContig_060829,15091,17146,+,2056
CcGene_12111,CcContig_060829,2931,4940,+,2010
CcGene_12111,CcContig_060829,2931,4940,+,2010
CcGene_09632,CcContig_050593,3454,4818,+,1365
CcGene_09632,CcContig_050593,3454,4818,+,1365
CcGene_23124,CcContig_116658,15408,19527,-,4120
CcGene_23124,CcContig_116658,15408,19527,-,4120
CcGene_32557,CcContig_144830,35908,37472,+,1565
CcGene_32557,CcContig_144830,35908,37472,+,1565
CcGene_32555,CcContig_144830,13651,18132,+,4482
CcGene_32555,CcContig_144830,13651,18132,+,4482
CcGene_32556,CcContig_144830,25924,31216,+,5293
CcGene_32556,CcContig_144830,25924,31216,+,5293
CcGene_12002,CcContig_7180008035591,4282,5215,+,934
CcGene_12002,CcContig_7180008035591,4282,5215,+,934
CcGene_24631,CcContig_121086,7994,12229,-,4236
CcGene_24631,CcContig_121086,7994,12229,-,4236
CcGene_00014,CcContig_000105,13281,14540,+,1260
CcGene_00014,CcContig_000105,13281,14540,+,1260
CcGene_00015,CcContig_000105,15700,16870,+,1171
CcGene_00015,CcContig_000105,15700,16870,+,1171
CcGene_00016,CcContig_000105,19036,21455,-,2420
CcGene_00016,CcContig_000105,19036,21455,-,2420
CcGene_15634,CcContig_095346,1852,2624,-,773
CcGene_15634,CcContig_095346,1852,2624,-,773
CcGene_01499,CcContig_003635,17110,19519,-,2410
CcGene_01499,CcContig_003635,17110,19519,-,2410
CcGene_01498,CcContig_003635,11328,14270,+,2943
CcGene_01498,CcContig_003635,11328,14270,+,2943
CcGene_12504,CcContig_062757,3814,5860,+,2047
CcGene_12504,CcContig_062757,3814,5860,+,2047
CcGene_08114,CcContig_048622,8503,14810,+,6308
CcGene_08114,CcContig_048622,8503,14810,+,6308
CcGene_22693,CcContig_115567,24170,29265,-,5096
CcGene_22693,CcContig_115567,24170,29265,-,5096
CcGene_22695,CcContig_115567,67610,69743,+,2134
CcGene_22695,CcContig_115567,67610,69743,+,2134
CcGene_22694,CcContig_115567,38590,46577,+,7988
CcGene_22694,CcContig_115567,38590,46577,+,7988
CcGene_30115,CcContig_138035,5711,6356,+,646
CcGene_30115,CcContig_138035,5711,6356,+,646
CcGene_30116,CcContig_138035,13834,16401,-,2568
CcGene_30116,CcContig_138035,13834,16401,-,2568
CcGene_14554,CcContig_091462,201,1139,+,939
CcGene_14554,CcContig_091462,201,1139,+,939
CcGene_02751,CcContig_006477,1696,7658,+,5963
CcGene_02751,CcContig_006477,1696,7658,+,5963
CcGene_02752,CcContig_006477,7847,11309,+,3463
CcGene_02752,CcContig_006477,7847,11309,+,3463
CcGene_06164,CcContig_044324,5934,8115,+,2182
CcGene_06164,CcContig_044324,5934,8115,+,2182
CcGene_06163,CcContig_044324,4525,5167,+,643
CcGene_06163,CcContig_044324,4525,5167,+,643
CcGene_06162,CcContig_044324,3168,3510,+,343
CcGene_06162,CcContig_044324,3168,3510,+,343
CcGene_20911,CcContig_110297,10195,15699,-,5505
CcGene_20911,CcContig_110297,10195,15699,-,5505
CcGene_17581,CcContig_100757,1412,1561,+,150
CcGene_17581,CcContig_100757,1412,1561,+,150
CcGene_26572,CcContig_127060,1768,2049,-,282
CcGene_26572,CcContig_127060,1768,2049,-,282
CcGene_05023,CcContig_032018,806,1087,-,282
CcGene_05023,CcContig_032018,806,1087,-,282
CcGene_04996,CcContig_031253,4830,5839,-,1010
CcGene_04996,CcContig_031253,4830,5839,-,1010
CcGene_29819,CcContig_137319,14505,18149,-,3645
CcGene_29819,CcContig_137319,14505,18149,-,3645
CcGene_29820,CcContig_137319,21188,22335,-,1148
CcGene_29820,CcContig_137319,21188,22335,-,1148
CcGene_29821,CcContig_137319,25058,26464,+,1407
CcGene_29821,CcContig_137319,25058,26464,+,1407
CcGene_30929,CcContig_139915,25600,38102,-,12503
CcGene_30929,CcContig_139915,25600,38102,-,12503
CcGene_20772,CcContig_109615,10447,11760,+,1314
CcGene_20772,CcContig_109615,10447,11760,+,1314
CcGene_20771,CcContig_109615,7772,9669,+,1898
CcGene_20771,CcContig_109615,7772,9669,+,1898
CcGene_20773,CcContig_109615,14053,23037,+,8985
CcGene_20773,CcContig_109615,14053,23037,+,8985
CcGene_14624,CcContig_092279,3571,6524,-,2954
CcGene_14624,CcContig_092279,3571,6524,-,2954
CcGene_17328,CcContig_100018,2070,6574,-,4505
CcGene_17328,CcContig_100018,2070,6574,-,4505
CcGene_11619,CcContig_059958,2896,4952,-,2057
CcGene_11619,CcContig_059958,2896,4952,-,2057
CcGene_14330,CcContig_088798,79533,79841,+,309
CcGene_14330,CcContig_088798,79533,79841,+,309
CcGene_14328,CcContig_088798,35596,39417,+,3822
CcGene_14328,CcContig_088798,35596,39417,+,3822
CcGene_14323,CcContig_088798,85812,92355,-,6544
CcGene_14323,CcContig_088798,85812,92355,-,6544
CcGene_14326,CcContig_088798,21937,26205,-,4269
CcGene_14326,CcContig_088798,21937,26205,-,4269
CcGene_14331,CcContig_088798,80544,83502,-,2959
CcGene_14331,CcContig_088798,80544,83502,-,2959
CcGene_14324,CcContig_088798,13509,14702,+,1194
CcGene_14324,CcContig_088798,13509,14702,+,1194
CcGene_14329,CcContig_088798,53434,56609,-,3176
CcGene_14329,CcContig_088798,53434,56609,-,3176
CcGene_14322,CcContig_088798,5928,7389,+,1462
CcGene_14322,CcContig_088798,5928,7389,+,1462
CcGene_14325,CcContig_088798,18647,21322,+,2676
CcGene_14325,CcContig_088798,18647,21322,+,2676
CcGene_14327,CcContig_088798,33374,34090,-,717
CcGene_14327,CcContig_088798,33374,34090,-,717
CcGene_10959,CcContig_058246,3713,4077,-,365
CcGene_10959,CcContig_058246,3713,4077,-,365
CcGene_16720,CcContig_098427,5170,7585,-,2416
CcGene_16720,CcContig_098427,5170,7585,-,2416
CcGene_02889,CcContig_006685,11733,12655,+,923
CcGene_02889,CcContig_006685,11733,12655,+,923
CcGene_27209,CcContig_128651,36286,37583,-,1298
CcGene_27209,CcContig_128651,36286,37583,-,1298
CcGene_27211,CcContig_128651,59258,61774,+,2517
CcGene_27211,CcContig_128651,59258,61774,+,2517
CcGene_27208,CcContig_128651,17707,19168,+,1462
CcGene_27208,CcContig_128651,17707,19168,+,1462
CcGene_27210,CcContig_128651,48906,53771,-,4866
CcGene_27210,CcContig_128651,48906,53771,-,4866
CcGene_27207,CcContig_128651,1431,7759,-,6329
CcGene_27207,CcContig_128651,1431,7759,-,6329
CcGene_28139,CcContig_131545,24,228,-,205
CcGene_28139,CcContig_131545,24,228,-,205
CcGene_05629,CcContig_036239,1613,2250,-,638
CcGene_05629,CcContig_036239,1613,2250,-,638
CcGene_05628,CcContig_036239,427,1174,+,748
CcGene_05628,CcContig_036239,427,1174,+,748
CcGene_10648,CcContig_054391,345,722,+,378
CcGene_10648,CcContig_054391,345,722,+,378
CcGene_11064,CcContig_058632,11894,18297,+,6404
CcGene_11064,CcContig_058632,11894,18297,+,6404
CcGene_11065,CcContig_058632,18952,21738,+,2787
CcGene_11065,CcContig_058632,18952,21738,+,2787
CcGene_11066,CcContig_058632,24167,28524,+,4358
CcGene_11066,CcContig_058632,24167,28524,+,4358
CcGene_02185,CcContig_005133,28933,37115,-,8183
CcGene_02185,CcContig_005133,28933,37115,-,8183
CcGene_02186,CcContig_005133,46844,50015,+,3172
CcGene_02186,CcContig_005133,46844,50015,+,3172
CcGene_02184,CcContig_005133,7216,11682,-,4467
CcGene_02184,CcContig_005133,7216,11682,-,4467
CcGene_32470,CcContig_144620,6947,9409,+,2463
CcGene_32470,CcContig_144620,6947,9409,+,2463
CcGene_32471,CcContig_144620,11815,16315,-,4501
CcGene_32471,CcContig_144620,11815,16315,-,4501
CcGene_04723,CcContig_027300,4593,6528,-,1936
CcGene_04723,CcContig_027300,4593,6528,-,1936
CcGene_31319,CcContig_141306,2058,2945,-,888
CcGene_31319,CcContig_141306,2058,2945,-,888
CcGene_33245,CcContig_146922,212,1122,-,911
CcGene_33245,CcContig_146922,212,1122,-,911
CcGene_00803,CcContig_002294,2163,3509,+,1347
CcGene_00803,CcContig_002294,2163,3509,+,1347
CcGene_00807,CcContig_002294,24669,26086,+,1418
CcGene_00807,CcContig_002294,24669,26086,+,1418
CcGene_00805,CcContig_002294,9683,13502,+,3820
CcGene_00805,CcContig_002294,9683,13502,+,3820
CcGene_00804,CcContig_002294,3701,7378,+,3678
CcGene_00804,CcContig_002294,3701,7378,+,3678
CcGene_00806,CcContig_002294,19833,24593,-,4761
CcGene_00806,CcContig_002294,19833,24593,-,4761
CcGene_17436,CcContig_100485,40429,42969,-,2541
CcGene_17436,CcContig_100485,40429,42969,-,2541
CcGene_17434,CcContig_100485,29154,30813,-,1660
CcGene_17434,CcContig_100485,29154,30813,-,1660
CcGene_17437,CcContig_100485,52975,53717,-,743
CcGene_17437,CcContig_100485,52975,53717,-,743
CcGene_17435,CcContig_100485,37168,39463,+,2296
CcGene_17435,CcContig_100485,37168,39463,+,2296
CcGene_17433,CcContig_100485,9175,9712,-,538
CcGene_17433,CcContig_100485,9175,9712,-,538
CcGene_16344,CcContig_097387,3182,5829,+,2648
CcGene_16344,CcContig_097387,3182,5829,+,2648
CcGene_24538,CcContig_120700,41859,44593,-,2735
CcGene_24538,CcContig_120700,41859,44593,-,2735
CcGene_24539,CcContig_120700,47540,55961,+,8422
CcGene_24539,CcContig_120700,47540,55961,+,8422
CcGene_19631,CcContig_106613,941,3943,-,3003
CcGene_19631,CcContig_106613,941,3943,-,3003
CcGene_19632,CcContig_106613,11913,13048,+,1136
CcGene_19632,CcContig_106613,11913,13048,+,1136
CcGene_19634,CcContig_106613,20503,25795,-,5293
CcGene_19634,CcContig_106613,20503,25795,-,5293
CcGene_19633,CcContig_106613,13519,16984,-,3466
CcGene_19633,CcContig_106613,13519,16984,-,3466
CcGene_11054,CcContig_058519,1014,1268,+,255
CcGene_11054,CcContig_058519,1014,1268,+,255
CcGene_02224,CcContig_005145,9419,13562,+,4144
CcGene_02224,CcContig_005145,9419,13562,+,4144
CcGene_02225,CcContig_005145,14500,20750,-,6251
CcGene_02225,CcContig_005145,14500,20750,-,6251
CcGene_03420,CcContig_010065,11854,16178,-,4325
CcGene_03420,CcContig_010065,11854,16178,-,4325
CcGene_03418,CcContig_010065,2151,3383,-,1233
CcGene_03418,CcContig_010065,2151,3383,-,1233
CcGene_03419,CcContig_010065,8077,11111,+,3035
CcGene_03419,CcContig_010065,8077,11111,+,3035
CcGene_31710,CcContig_142639,17610,19314,-,1705
CcGene_31710,CcContig_142639,17610,19314,-,1705
CcGene_31709,CcContig_142639,14149,16863,+,2715
CcGene_31709,CcContig_142639,14149,16863,+,2715
CcGene_15014,CcContig_093986,15258,18037,-,2780
CcGene_15014,CcContig_093986,15258,18037,-,2780
CcGene_08107,CcContig_048607,3825,4602,+,778
CcGene_08107,CcContig_048607,3825,4602,+,778
CcGene_20566,CcContig_108950,1345,9889,+,8545
CcGene_20566,CcContig_108950,1345,9889,+,8545
CcGene_06710,CcContig_047113,10598,15063,-,4466
CcGene_06710,CcContig_047113,10598,15063,-,4466
CcGene_06711,CcContig_047113,36773,38492,+,1720
CcGene_06711,CcContig_047113,36773,38492,+,1720
CcGene_06709,CcContig_047113,5292,5907,+,616
CcGene_06709,CcContig_047113,5292,5907,+,616
CcGene_06708,CcContig_047113,4541,5160,+,620
CcGene_06708,CcContig_047113,4541,5160,+,620
CcGene_17769,CcContig_101035,26182,37336,+,11155
CcGene_17769,CcContig_101035,26182,37336,+,11155
CcGene_17768,CcContig_101035,5118,8415,-,3298
CcGene_17768,CcContig_101035,5118,8415,-,3298
CcGene_01363,CcContig_003349,533,3368,-,2836
CcGene_01363,CcContig_003349,533,3368,-,2836
CcGene_01364,CcContig_003349,30296,37791,+,7496
CcGene_01364,CcContig_003349,30296,37791,+,7496
CcGene_32652,CcContig_145005,10959,12555,-,1597
CcGene_32652,CcContig_145005,10959,12555,-,1597
CcGene_31136,CcContig_140663,6283,10133,-,3851
CcGene_31136,CcContig_140663,6283,10133,-,3851
CcGene_14485,CcContig_090904,733,2647,-,1915
CcGene_14485,CcContig_090904,733,2647,-,1915
CcGene_10181,CcContig_052049,25102,27362,-,2261
CcGene_10181,CcContig_052049,25102,27362,-,2261
CcGene_10182,CcContig_052049,29637,32838,+,3202
CcGene_10182,CcContig_052049,29637,32838,+,3202
CcGene_10179,CcContig_052049,5959,8097,+,2139
CcGene_10179,CcContig_052049,5959,8097,+,2139
CcGene_10180,CcContig_052049,18954,24764,+,5811
CcGene_10180,CcContig_052049,18954,24764,+,5811
CcGene_10178,CcContig_052049,996,2833,+,1838
CcGene_10178,CcContig_052049,996,2833,+,1838
CcGene_10183,CcContig_052049,34785,44117,-,9333
CcGene_10183,CcContig_052049,34785,44117,-,9333
CcGene_09991,CcContig_051263,27153,29125,+,1973
CcGene_09991,CcContig_051263,27153,29125,+,1973
CcGene_00222,CcContig_000977,894,1112,-,219
CcGene_00222,CcContig_000977,894,1112,-,219
CcGene_20484,CcContig_108834,32351,34858,-,2508
CcGene_20484,CcContig_108834,32351,34858,-,2508
CcGene_20485,CcContig_108834,35969,40187,-,4219
CcGene_20485,CcContig_108834,35969,40187,-,4219
CcGene_20483,CcContig_108834,30450,31540,-,1091
CcGene_20483,CcContig_108834,30450,31540,-,1091
CcGene_20482,CcContig_108834,24548,27977,+,3430
CcGene_20482,CcContig_108834,24548,27977,+,3430
CcGene_21742,CcContig_112239,55357,58025,+,2669
